"journal_id","journal_name","category","max_aidate","article_influence","max_apcdate","price","license"
"1674-2001","Particuology","Physics and Chemistry",2014-12-31,0.583367,2016-08-11,3000,NA
"1674-5507","Current Zoology","ECOLOGY AND EVOLUTION",2015-12-31,0.669,2017-05-22,1440,NA
"1676-5680","Genetics and Molecular Research","Molecular and Cell Biology",2014-12-31,0.213662,2013-01-01,960,NA
"1678-4499","Bragantia","Agriculture",2015-12-31,0.212,2004-04-23,50,NA
"1678-7153","Psicologia-Reflexao E Critica","Philosophy. Psychology. Religion",2015-12-31,0.066,2016-08-11,1030,NA
"1678-9199","Journal of Venomous Animals and Toxins Including Tropical Diseases","",2015-12-31,0.247,2017-05-14,2145,NA
"1678-992X","Scientia Agricola","Agriculture",2015-12-31,0.345,2013-01-01,1710,NA
"1679-7825","Latin American Journal of Solids and Structures","Technology",2015-12-31,0.223,2013-01-01,0,NA
"1680-6433","Iranian Journal of Reproductive Medicine","",2012-12-31,0.0409098,2017-05-14,0,NA
"1680-7324","Atmospheric Chemistry and Physics","Science",2005-12-31,1.8841,2013-01-01,0,NA
"1682-024X","Pakistan Journal of Medical Sciences","",2015-12-31,0.111,2017-05-14,200,NA
"1684-1182","Journal of Microbiology Immunology and Infection","",2015-12-31,0.615,2017-05-14,1000,NA
"1684-5315","African Journal of Biotechnology",NA,2010-12-31,0.126388,2012-01-01,650,NA
"1687-1499","EURASIP Journal on Wireless Communications and Networking","Technology",2015-12-31,0.416,2016-08-11,1420,NA
"1687-1847","Advances in Difference Equations","Science",2015-12-31,0.113,2016-08-11,980,NA
"1687-2770","Boundary Value Problems","Science",2015-12-31,0.298,2016-08-11,980,NA
"1687-4722","EURASIP Journal on Audio Speech and Music Processing","Science",2015-12-31,0.268,2016-08-11,1160,NA
"1687-5273","Computational Intelligence and Neuroscience","nan",2014-12-31,2.36099,2017-05-22,1750,NA
"1687-5281","EURASIP Journal on Image and Video Processing","Technology",2015-12-31,0.55,2016-08-11,1350,NA
"1687-529X","International Journal of Photoenergy","",2014-12-31,0.337747,2017-05-14,1250,NA
"1687-5974","International Journal of Aerospace Engineering","",2014-12-31,0.378012,2017-05-14,1750,NA
"1687-6180","EURASIP Journal on Advances in Signal Processing","Technology",2015-12-31,0.483,2016-08-11,1420,NA
"1687-7268","Journal of Sensors","",2014-12-31,0.591261,2017-05-14,1750,NA
"1687-8140","Advances in Mechanical Engineering","Technology",2015-12-31,0.198,2012-01-01,600,NA
"1695-6133","Geologica Acta",NA,2015-12-31,0.524,2013-01-01,0,NA
"1708-3087","Ecology and Society","nan",2015-12-31,1.033,2017-05-22,975,NA
"1723-2007","Blood Transfusion","MEDICINE",2015-12-31,0.578,2017-05-22,0,NA
"1726-569X","Acta Bioethica","Medicine",2015-12-31,0.03,2016-11-16,0,NA
"1729-8806","International Journal of Advanced Robotic Systems","",2014-12-31,0.118008,2017-05-14,1200,NA
"1729-8814","International Journal of Advanced Robotic Systems","Technology",2015-12-31,0.185,2008-11-26,1100,NA
"1733-3490","Archives of Metallurgy and Materials","PHYSICS AND CHEMISTRY",2015-12-31,0.117,2013-01-01,0,NA
"1734-1140","Pharmacological Reports","Neuroscience",2014-12-31,0.499932,2016-08-11,3000,NA
"1735-0328","Iranian Journal of Pharmaceutical Research","",2014-12-31,0.130175,2017-05-14,150,NA
"1735-8787","Banach Journal of Mathematical Analysis (\The Journals Are No Longer Open Access (In General)\)","MATHEMATICS",2014-12-31,0.435342,2017-05-14,1000,NA
"1740-2522","Clinical & Developmental Immunology","MOLECULAR AND CELL BIOLOGY",2014-12-31,0.84067,2017-05-22,1750,NA
"1741-7007","Bmc Biology","MOLECULAR AND CELL BIOLOGY",2015-12-31,3.207,2017-05-22,2785,NA
"1741-7015","BMC Medicine","MEDICINE",2015-12-31,3.162,2017-05-22,2785,NA
"1742-2094","Journal of Neuroinflammation","",2015-12-31,1.561,2017-05-14,2450,NA
"1742-4682","Theoretical Biology and Medical Modelling","",2015-12-31,0.376,2017-05-14,2145,NA
"1742-4690","Retrovirology","",2015-12-31,1.548,2017-05-14,2450,NA
"1742-4755","Reproductive Health","",2015-12-31,1.148,2017-05-14,2145,NA
"1742-4933","Immunity & Ageing","",2015-12-31,0.719,2017-05-14,2145,NA
"1742-6316","History and Philosophy of the Life Sciences","",2014-12-31,0.201198,2017-05-14,3000,NA
"1742-6405","AIDS Research and Therapy","INFECTIOUS DISEASES",2015-12-31,0.601,2017-05-22,2300,NA
"1742-9994","Frontiers in Zoology","",2015-12-31,1.122,2017-05-14,2365,NA
"1743-0003","Journal of NeuroEngineering and Rehabilitation","Sports Medicine",2015-12-31,0.938,2016-08-11,2240,NA
"1743-422X","Virology Journal","",2015-12-31,0.635,2017-05-14,2145,NA
"1743-7075","Nutrition & Metabolism","Technology",2015-12-31,0.899,2016-08-11,2240,NA
"1743-8977","Particle and Fibre Toxicology","",2015-12-31,2.249,2017-05-14,2145,NA
"1744-4292","Molecular Systems Biology","Science",2015-12-31,6.95,2013-01-01,3900,NA
"1744-5647","Journal of Maps","",2014-12-31,0.282077,2017-05-14,520,NA
"1744-8069","Molecular Pain","",2015-12-31,1.253,2017-05-14,2500,NA
"1744-859X","Annals of General Psychiatry","PSYCHIATRY",2015-12-31,0.416,2017-05-22,2450,NA
"1744-8603","Globalization and Health","",2015-12-31,1.051,2017-05-14,2145,NA
"1744-9081","Behavioral and Brain Functions","NEUROSCIENCE",2015-12-31,0.693,2017-05-22,2145,NA
"1745-6150","Biology Direct","MOLECULAR AND CELL BIOLOGY",2015-12-31,1.491,2017-05-22,2145,NA
"1745-6215","Trials","Medicine",2015-12-31,0.893,2016-08-11,2145,NA
"1745-6673","Journal of Occupational Medicine and Toxicology","",2015-12-31,0.439,2017-05-14,2260,NA
"1746-1596","Diagnostic Pathology","ONCOLOGY",2015-12-31,0.476,2017-05-22,2145,NA
"1746-160X","Head & Face Medicine","",2015-12-31,0.439,2017-05-14,2145,NA
"1746-4269","Journal of Ethnobiology and Ethnomedicine","",2015-12-31,0.52,2017-05-14,2145,NA
"1746-4811","Plant Methods","",2015-12-31,1.268,2017-05-14,2035,NA
"1746-6148","BMC Veterinary Research","VETERINARY",2015-12-31,0.612,2017-05-22,2145,NA
"1747-1028","Cell Division","MOLECULAR AND CELL BIOLOGY",2015-12-31,0.736,2017-05-22,2300,NA
"1747-597X","Substance Abuse Treatment Prevention and Policy","",2015-12-31,0.628,2017-05-14,2145,NA
"1748-5908","Implementation Science","",2015-12-31,1.529,2017-05-14,2365,NA
"1748-717X","Radiation Oncology",NA,2015-12-31,0.756,2016-08-11,2145,NA
"1748-7188","Algorithms for Molecular Biology","MOLECULAR AND CELL BIOLOGY",2015-12-31,1.902,2017-05-22,2145,NA
"1748-9326","Environmental Research Letters","Technology",2015-12-31,2.025,2013-01-01,1600,NA
"1749-0774","Human Cell","",2014-12-31,0.279317,2017-05-14,3000,NA
"1749-7922","World Journal of Emergency Surgery","",2015-12-31,0.557,2017-05-14,2145,NA
"1749-799X","Journal of Orthopaedic Surgery and Research","",2015-12-31,0.585,2017-05-14,2450,NA
"1749-8090","Journal of Cardiothoracic Surgery","Medicine",2015-12-31,0.345,2016-08-11,2175,NA
"1749-8104","Neural Development","Medicine",2015-12-31,1.222,2016-08-11,2145,NA
"1749-8546","Chinese Medicine","FOOD SCIENCE",2015-12-31,0.424,2017-05-22,2145,NA
"1750-1172","Orphanet Journal of Rare Diseases","Medicine",2015-12-31,1.475,2016-08-11,2365,NA
"1750-1326","Molecular Neurodegeneration","",2015-12-31,2.102,2017-05-14,2580,NA
"1750-9378","Infectious Agents and Cancer","",2015-12-31,0.56,2017-05-14,2145,NA
"1752-0509","BMC Systems Biology","MOLECULAR AND CELL BIOLOGY",2015-12-31,0.926,2017-05-22,2145,NA
"1752-153X","Chemistry Central Journal","FOOD SCIENCE",2015-12-31,0.54,2016-08-11,1890,NA
"1752-4458","International Journal of Mental Health Systems","",2015-12-31,0.619,2017-05-14,2145,NA
"1752-4571","Evolutionary Applications","Science",2015-12-31,1.834,2012-08-29,2356,NA
"1754-1611","Journal of Biological Engineering","",2015-12-31,0.985,2017-05-14,2240,NA
"1754-6834","Biotechnology for Biofuels","nan",2015-12-31,1.632,2017-05-22,2450,NA
"1755-263X","Conservation Letters","Science",2015-12-31,2.655,2016-02-17,1850,NA
"1755-4365","Epidemics","",2015-12-31,0.855,2017-05-14,1800,NA
"1755-8166","Molecular Cytogenetics","",2015-12-31,0.485,2017-05-14,2145,NA
"1755-8794","BMC Medical Genomics","MOLECULAR AND CELL BIOLOGY",2015-12-31,1.146,2017-05-22,2145,NA
"1756-0381","BioData Mining","MOLECULAR AND CELL BIOLOGY",2015-12-31,0.668,2017-05-22,2145,NA
"1756-3305","Parasites & Vectors","Medicine",2015-12-31,0.886,2016-08-11,2145,NA
"1756-6606","Molecular Brain","",2015-12-31,1.292,2017-05-14,2185,NA
"1756-8722","Journal of Hematology & Oncology","",2015-12-31,1.322,2017-05-14,2580,NA
"1756-8935","Epigenetics & Chromatin","",2015-12-31,2.557,2017-05-14,2450,NA
"1756-994X","Genome Medicine","",2015-12-31,3.104,2017-05-14,2785,NA
"1756-9966","Journal of Experimental & Clinical Cancer Research","Oncology",2015-12-31,0.815,2016-08-11,2220,NA
"1757-1146","Journal of Foot and Ankle Research","",2015-12-31,0.569,2017-05-14,2145,NA
"1757-2215","Journal of Ovarian Research","",2015-12-31,0.644,2017-05-14,2145,NA
"1757-4749","Gut Pathogens","",2015-12-31,0.87,2017-05-14,2410,NA
"1757-6512","Stem Cell Research & Therapy","",2015-12-31,1.123,2017-05-14,2175,NA
"1757-7241","Scandinavian Journal of Trauma Resuscitation & Emergency Medicine","",2015-12-31,0.782,2017-05-14,2325,NA
"1758-0463","Database-The Journal of Biological Databases and Curation","MOLECULAR AND CELL BIOLOGY",2015-12-31,1.427,2017-05-14,1600,NA
"1758-2652","Journal of the International AIDS Society","",2015-12-31,2.229,2017-05-14,2400,NA
"1758-2946","Journal of Cheminformatics","",2015-12-31,1.825,2017-05-14,1890,NA
"1758-3284","Head & Neck Oncology","",2011-12-31,0.668189,2012-01-01,1625,NA
"1758-5996","Diabetology & Metabolic Syndrome","MEDICINE",2015-12-31,0.659,2017-05-22,2220,NA
"1758-9193","Alzheimers Research & Therapy","NEUROSCIENCE",2015-12-31,1.839,2017-05-22,2175,NA
"1759-0914","ASN Neuro","NEUROSCIENCE",2015-12-31,1.145,2017-05-22,999,NA
"1759-6653","Genome Biology and Evolution","",2015-12-31,1.58,2017-05-14,1800,NA
"1759-8753","Mobile DNA","",2015-12-31,1.445,2017-05-14,2145,NA
"1777-5949","Cahiers Agricultures","Agriculture",2015-12-31,0.061,2016-09-09,0,NA
"1788-618X","Express Polymer Letters","",2015-12-31,0.676,2013-01-01,0,NA
"1790-045X","Journal of Biological Research-Thessaloniki","Ecology and Evolution",2014-12-31,0.177906,2013-01-01,660,NA
"1794-6190","Earth Sciences Research Journal","nan",2015-12-31,0.143,2013-01-01,0,NA
"1802-6222","Journal of Geosciences","",2014-12-31,0.468952,2017-05-14,0,NA
"1806-6690","Revista Ciencia Agronomica","Agriculture",2015-12-31,0.194,2012-05-09,108.36,NA
"1806-9290","Revista Brasileira De Zootecnia-Brazilian Journal of Animal Science","",2015-12-31,0.215,2017-05-14,16.33,NA
"1806-9959","Brazilian Journal of Botany","ECOLOGY AND EVOLUTION",2014-12-31,0.963353,2017-05-22,3000,NA
"1807-1929","Revista Brasileira De Engenharia Agricola E Ambiental","Agriculture",2015-12-31,0.171,2004-10-12,0,NA
"1807-8621","Acta Scientiarum-Agronomy","Agriculture",2015-12-31,0.307,2008-09-08,0,NA
"1808-2882","Custos E Agronegocio on Line","Agriculture",2015-12-31,0.017,2008-03-19,0,NA
"1815-0659","Symmetry Integrability and Geometry-Methods and Applications","",2015-12-31,0.611,2017-05-14,0,NA
"1817-1737","Annals of Thoracic Medicine","MEDICINE",2015-12-31,0.369,2017-05-14,0,NA
"1820-0214","Computer Science and Information Systems","nan",2015-12-31,0.179,2017-05-22,0,NA
"1823-6138","Neurology Asia","",2015-12-31,0.076,2017-05-14,0,NA
"1841-9836","International Journal of Computers Communications & Control","",2014-12-31,0.185261,2017-05-14,112,NA
"1847-9804","Nanomaterials and Nanotechnology","Technology",2015-12-31,0.359,2012-02-27,1000,NA
"1851-2372","Boletin De La Sociedad Argentina De Botanica","Science",2015-12-31,0.102,2009-12-09,0,NA
"1851-8265","Salud Colectiva","Medicine",2015-12-31,0.077,2007-10-09,0,NA
"1853-8665","Revista De La Facultad De Ciencias Agrarias","Agriculture | Technology",2015-12-31,0.044,2012-12-04,20,NA
"1860-5397","Beilstein Journal of Organic Chemistry","PHYSICS AND CHEMISTRY",2015-12-31,0.683,2017-05-22,0,NA
"1860-5974","Logical Methods in Computer Science","",2015-12-31,0.563,2013-01-01,0,NA
"1863-5490","Medizinische Genetik","",2014-12-31,0.0180095,2017-05-14,3000,NA
"1864-1385","International Journal of Conflict and Violence","",2015-12-31,0.426,2013-01-01,0,NA
"1864-6042","Economics-The Open Access Open-Assessment E-Journal","ECONOMICS",2015-12-31,0.286,2017-05-22,0,NA
"1864-7790","Aquatic Biology","Science",2015-12-31,0.521,2016-02-05,1736,NA
"1865-3499","Genes and Nutrition","Technology",2015-12-31,0.885,2016-08-11,2145,NA
"1865-9292","Memetic Computing","",2014-12-31,0.85145,2017-05-14,3000,NA
"1866-1505","Operational Research","",2014-12-31,0.125706,2017-05-14,3000,NA
"1866-2633","School Mental Health","",2014-12-31,1.42002,2017-05-14,3000,NA
"1867-0202","Business & Information Systems Engineering","MARKETING",2014-12-31,0.438,2017-05-22,3000,NA
"1868-596X","ALTEX-Alternatives to Animal Experimentation","Medicine",2015-12-31,0.842,2013-06-11,2240,NA
"1868-7083","Clinical Epigenetics","MOLECULAR AND CELL BIOLOGY",2015-12-31,1.248,2017-05-22,2450,NA
"1868-8535","Mindfulness","",2014-12-31,1.92109,2017-05-14,3000,NA
"1869-4195","Series-Journal of the Spanish Economic Association","",2014-12-31,0.325488,2017-05-14,3000,NA
"1871-4765","NanoEthics","",2014-12-31,0.521398,2017-05-14,3000,NA
"1875-0281","International Journal of the Commons","Political science",2015-12-31,0.588,2008-02-11,224,NA
"1875-4805","International Journal of Social Robotics","",2014-12-31,0.325433,2017-05-14,3000,NA
"1877-265X","Waste and Biomass Valorization","",2014-12-31,0.398295,2017-05-14,3000,NA
"1880-0688","Journal of Laser Micro Nanoengineering","",2015-12-31,0.176,2017-05-14,176,NA
"1880-5981","Earth Planets and Space","Geography. Anthropology. Recreation | Science",2015-12-31,0.836,2016-08-11,1105,NA
"1880-6805","Journal of Physiological Anthropology","Geography. Anthropology. Recreation",2015-12-31,0.313,2016-08-11,1565,NA
"1905-7873","Maejo International Journal of Science and Technology","",2015-12-31,0.113,2017-05-14,200,NA
"1911-6470","CUAJ-Canadian Urological Association Journal","UROLOGY",2014-12-31,0.343229,2013-01-01,0,NA
"1916-0216","Journal of Otolaryngology-Head & Neck Surgery",NA,2015-12-31,0.408,2016-08-11,2145,NA
"1930-2126","BioResources","WOOD PRODUCTS",2014-12-31,0.366583,2017-05-14,1575,NA
"1930-2975","Judgment and Decision Making","",2015-12-31,1.321,2017-05-14,0,NA
"1931-6690","Bayesian Analysis","nan",2014-12-31,2.03913,2017-05-14,550,NA
"1931-7603","Herpetological Conservation and Biology","",2014-12-31,0.25478,2017-05-14,0,NA
"1931-7913","CBE-Life Sciences Education","EDUCATION",2014-12-31,0.561878,2017-05-14,0,NA
"1932-1058","Biomicrofluidics","PHYSICS AND CHEMISTRY",2014-12-31,0.971415,2017-05-22,2200,NA
"1932-6203","PLoS One","",2015-12-31,1.053,2013-01-01,1350,NA
"1933-527X","Econ Journal Watch","ECONOMICS",2014-12-31,0.427699,2013-01-01,0,NA
"1934-1482","Pm&r","",2014-12-31,0.854998,2017-05-14,0,NA
"1935-2735","PLoS Neglected Tropical Diseases","Medicine",2015-12-31,1.449,2013-01-01,2250,NA
"1935-7524","Electronic Journal of Statistics","",2014-12-31,1.74611,2013-01-01,0,NA
"1935-9764","Tropical Plant Biology","",2014-12-31,1.03427,2017-05-14,3000,NA
"1936-2625","International Journal of Clinical and  Experimental Pathology",NA,2014-12-31,0.457778,2017-05-14,1580,NA
"1936-5233","Translational Oncology","",2015-12-31,0.854,2017-05-14,2300,NA
"1940-0829","Tropical Conservation Science","Geography. Anthropology. Recreation",2015-12-31,0.463,2008-05-30,500,NA
"1940-3372","Plant Genome","Agriculture",2015-12-31,1.287,2016-07-08,1500,NA
"1942-2466","Journal of Advances in Modeling Earth Systems","Geography. Anthropology. Recreation",2015-12-31,2.896,2014-11-05,50,NA
"1943-0655","IEEE Photonics Journal","Science",2015-12-31,0.573,2015-01-12,1350,NA
"1944-3277","Standards in Genomic Sciences","",2015-12-31,0.422,2017-05-14,2145,NA
"1945-4589","Aging",NA,2014-12-31,1.48509,2017-05-14,2900,NA
"1959-0318","Irbm","",2014-12-31,0.099023,2016-08-11,3000,NA
"1961-9502","Knowledge and Management of Aquatic Ecosystems","",2015-12-31,0.268,2017-05-14,0,NA
"1984-2961","Revista Brasileira De Parasitologia Veterinaria","Agriculture",2015-12-31,0.314,2010-11-11,150.5,NA
"1984-7033","Crop Breeding and Applied Biotechnology","Agriculture",2015-12-31,0.166,2013-01-01,0,NA
"1990-2573","Journal of the European Optical Society-Rapid Publications","",2014-12-31,0.363865,2017-05-14,1660,NA
"1991-637X","African Journal of Agricultural Research",NA,2010-12-31,0.0326923,2017-05-14,600,NA
"1992-1950","International Journal of Physical Sciences",NA,2010-12-31,0.113477,2017-05-14,550,NA
"1992-2248","Scientific Research and Essays",NA,2010-12-31,0.11125,2017-05-14,550,NA
"1993-8233","African Journal of Business Management",NA,2009-12-31,0.0516315,2012-01-01,550,NA
"1996-0808","African Journal of Microbiology Research",NA,2011-12-31,0.0727073,2012-01-01,550,NA
"1996-0816","African Journal of Pharmacy and Pharmacology",NA,2011-12-31,0.0945699,2017-05-14,600,NA
"1996-0875","Journal of Medicinal Plants Research",NA,2010-12-31,0.0690352,2012-01-01,600,NA
"1996-1944","Materials","",2015-12-31,0.691,2017-05-14,1548,NA
"1999-3110","Botanical Studies","Science",2015-12-31,0.309,2016-08-11,735,NA
"1999-4915","Viruses-Basel","",2015-12-31,1.258,2017-05-14,1548,NA
"2008-2231","DARU-Journal of Pharmaceutical Sciences","Medicine",2015-12-31,0.356,2013-01-01,0,NA
"2040-2392","Molecular Autism","",2015-12-31,2.173,2017-05-14,2145,NA
"2041-1480","Journal of Biomedical Semantics","",2015-12-31,0.665,2017-05-14,2145,NA
"2041-2851","AoB Plants","PLANT BIOLOGY",2015-12-31,0.737,2017-05-14,1000,NA
"2041-4889","Cell Death & Disease","MOLECULAR AND CELL BIOLOGY",2015-12-31,1.686,2017-05-22,3200,NA
"2041-9139","EvoDevo","",2015-12-31,1.244,2017-05-14,2450,NA
"2042-6410","Biology of Sex Differences","nan",2014-12-31,2.07346,2017-05-22,2450,NA
"2044-5040","Skeletal Muscle","Medicine",2015-12-31,1.777,2016-08-11,2450,NA
"2044-6055","BMJ Open","MEDICINE",2015-12-31,1.03,2017-05-22,3355.05,NA
"2045-2322","Scientific Reports","",2015-12-31,1.482,2017-05-14,1675,NA
"2045-3701","Cell and Bioscience","MOLECULAR AND CELL BIOLOGY",2015-12-31,0.927,2017-05-22,2145,NA
"2045-4015","Israel Journal of Health Policy Research","",2015-12-31,0.415,2017-05-14,0,NA
"2045-7758","Ecology and Evolution","ECOLOGY AND EVOLUTION",2015-12-31,0.955,2017-05-22,1950,NA
"2045-8827","MicrobiologyOpen","",2015-12-31,0.847,2017-05-14,2400,NA
"2046-1682","BMC Biophysics","MOLECULAR AND CELL BIOLOGY",2015-12-31,0.956,2017-05-22,2145,NA
"2046-2441","Open Biology","",2015-12-31,2.053,2017-05-14,1475,NA
"2046-6390","Biology Open","nan",2015-12-31,0.937,2017-05-22,1495,NA
"2047-217X","GigaScience",NA,2015-12-31,5.067,2016-08-11,2050,NA
"2047-2994","Antimicrobial Resistance and Infection Control","Medicine",2015-12-31,0.963,2016-08-11,2145,NA
"2049-2618","Microbiome",NA,2015-12-31,3.491,2016-08-11,2450,NA
"2049-9957","Infectious Diseases of Poverty","",2015-12-31,0.826,2017-05-14,2145,NA
"2050-6511","BMC Pharmacology & Toxicology","nan",2014-12-31,0.485811,2017-05-22,2145,NA
"2053-7166","Avian Research","Science",2015-12-31,0.196,2016-08-11,0,NA
"2071-1050","Sustainability","",2015-12-31,0.333,2017-05-14,1445,NA
"2072-4292","Remote Sensing","",2015-12-31,0.801,2017-05-14,1651,NA
"2072-6643","Nutrients","",2015-12-31,1.051,2017-05-14,1652,NA
"2072-6651","Toxins","",2015-12-31,0.805,2017-05-14,1548,NA
"2073-4360","Polymers","",2015-12-31,0.94,2017-05-14,1445,NA
"2073-4425","Genes","",2015-12-31,1.072,2017-05-14,1245.2,NA
"2073-4433","Atmosphere","nan",2015-12-31,0.52,2017-05-22,1026.27,NA
"2073-4441","Water","",2015-12-31,0.435,2017-05-14,1451.53,NA
"2073-8994","Symmetry-Basel","",2015-12-31,0.43,2017-05-14,1032,NA
"2110-5820","Annals of Intensive Care","nan",2015-12-31,1.366,2017-05-22,2150,NA
"2146-7242","Turkish Online Journal of Educational Technology","",2011-12-31,0.0872926,2017-05-14,392,NA
"2150-5551","Nano-Micro Letters","",2014-12-31,0.350744,2012-01-01,0,NA
"2150-7511","mBio","",2015-12-31,2.928,2017-05-14,3000,NA
"2150-8925","Ecosphere","ECOLOGY AND EVOLUTION",2015-12-31,1.11,2017-05-14,1500,NA
"2156-7085","Biomedical Optics Express (Check https://www.osapublishing.org/boe/submit/review/pub_charge.cfm#apcs Im Not Sure)","PHYSICS AND CHEMISTRY",2014-12-31,1.0826,2017-05-14,1564,NA
"2158-3226","AIP Advances","PHYSICS AND CHEMISTRY",2015-12-31,0.452,2017-05-22,1350,NA
"2160-1836","G3-Genes Genomes Genetics","",2015-12-31,1.421,2017-05-14,2145,NA
"2160-3308","Physical Review X","",2015-12-31,6.83,2017-05-14,2900,NA
"2162-3279","Brain and Behavior","nan",2015-12-31,0.826,2017-05-22,2700,NA
"2190-5444","The European Physical Journal Plus","",2014-12-31,0.421267,2017-05-14,3000,NA
"2191-0855","AMB Express","Technology",2015-12-31,0.566,2016-08-11,2145,NA
"2191-1363","ChemistryOpen","PHYSICS AND CHEMISTRY",2015-12-31,0.815,2017-05-22,2010.52,NA
"2191-219X","EJNMMI Research",NA,2015-12-31,0.694,2016-08-11,1965,NA
"2193-1127","EPJ Data Science",NA,2015-12-31,1.094,2016-08-11,1230,NA
"2193-1801","SpringerPlus",NA,2015-12-31,0.308,2016-08-11,1290,NA
"2195-1071","Advanced Science","PHYSICS AND CHEMISTRY",2014-12-31,1.47348,2017-05-14,3000,NA
"2222-3436","South African Journal of Economic and Management Sciences","Social Sciences",2015-12-31,0.077,2016-11-10,532,NA
"2224-7890","South African Journal of Industrial Engineering","Technology",2015-12-31,0.076,2012-09-11,171,NA
"2241-5793","Journal of Biological Research-Thessaloniki","Science",2015-12-31,0.157,2016-08-11,2365,NA
"2291-2797","Canadian Journal of Gastroenterology and Hepatology","Medicine",2015-12-31,0.781,2016-08-11,2000,NA
"2328-4277","Earths Future","Geography. Anthropology. Recreation",2015-12-31,2.643,2016-08-11,1800,NA
"2448-5799","Convergencia-Revista De Ciencias Sociales","Political science | Social Sciences",2015-12-31,0.074,2016-12-28,0,NA
"8756-3282","Bone","MEDICINE",2014-12-31,1.33295,2017-05-22,2300,NA
